name, surname, ageInYears
LIDOR,LIDOR_30,19
LIERA,LIERA_67,16
LIGITA,LIGITA_76,15
LILLIANE,LILLIANE_17,39
LINH DAN,LINH DAN_33,32
LINNA,LINNA_46,6
LIRA,LIRA_116,27
LIS,LIS_26,25
LIUMYLA,LIUMYLA_114,20
LIYUAN,LIYUAN_90,12
LIZBETH,LIZBETH_167,39
LIZETE,LIZETE_68,16
LIZETTE,LIZETTE_115,18
LJUBOW,LJUBOW_159,21
LOLIA,LOLIA_199,24
LONG,LONG_70,22
LORE,LORE_189,21
LORENTYNA,LORENTYNA_27,28
LORETTE,LORETTE_7,9
LORITA,LORITA_47,16
LOVISA,LOVISA_97,32
ĽUDMILA,ĽUDMILA_62,8
LUJAIN,LUJAIN_154,16
LUJZA,LUJZA_150,38
LURDES,LURDES_69,35
LUSIANA,LUSIANA_71,24
LUSŁAWA,LUSŁAWA_22,8
LYALYA,LYALYA_98,32
LYN,LYN_200,29
MACHI,MACHI_186,10
MACIEJKA,MACIEJKA_71,29
MACKENZIE,MACKENZIE_62,9
MADALINA,MADALINA_109,12
MADELEN,MADELEN_176,26
MADHAVI,MADHAVI_42,32
MADHURI,MADHURI_33,26
MADOKA,MADOKA_200,28
MAGA,MAGA_100,19
MAILIN,MAILIN_184,9
MAÍRA,MAÍRA_191,2
MAIS,MAIS_25,35
MAISSA,MAISSA_51,16
MAKHABBAT,MAKHABBAT_113,23
MAKSIMA,MAKSIMA_91,9
MALCA,MALCA_156,16
MALWINE,MALWINE_129,39
MANITA,MANITA_109,33
MANONI,MANONI_3,8
MANPREET,MANPREET_193,15
MANYAK,MANYAK_118,11
MARAL,MARAL_88,3
MARCELLINE,MARCELLINE_97,4
MARHARETA,MARHARETA_64,28
MARIANE,MARIANE_152,39
MARIE-LOU,MARIE-LOU_40,29
MARIE-SOPHIE,MARIE-SOPHIE_188,7
MARIIA-VIKTORIIA,MARIIA-VIKTORIIA_106,18
MARILIA,MARILIA_123,40
MARINELLA,MARINELLA_145,4
MARIVIC,MARIVIC_163,29
MARJETA,MARJETA_167,31
MARKA,MARKA_6,38
MARLETTA,MARLETTA_86,33
MARLEY,MARLEY_92,19
MARZIEH,MARZIEH_125,40
MASCHA,MASCHA_125,34
MAUD,MAUD_172,32
MAVIS,MAVIS_177,11
MAX,MAX_193,12
MAYLIN,MAYLIN_163,20
MAYTAL,MAYTAL_80,3
MEENAKSHI,MEENAKSHI_170,30
MEG,MEG_194,38
MEGGI,MEGGI_161,34
MEGHNA,MEGHNA_81,21
MEIYAN,MEIYAN_152,11
MELENA,MELENA_46,39
MELLISA,MELLISA_91,16
MEREDITH,MEREDITH_14,33
MEREL,MEREL_32,4
MERLE,MERLE_150,37
MERLIN,MERLIN_158,20
MERRY,MERRY_122,40
METTE,METTE_141,35
MÍA,MÍA_72,17
MICAH,MICAH_20,18
MICHÉLE,MICHÉLE_115,13
MIERONIEGA,MIERONIEGA_188,20
MIKIKO,MIKIKO_58,4
MIKYUNG,MIKYUNG_24,25
MILANIIA,MILANIIA_153,0
MILDRED,MILDRED_200,37
MILJA,MILJA_153,27
MÎNDRA,MÎNDRA_116,36
MİNE,MİNE_63,35
MINERVA,MINERVA_10,39
MINH NGUYET,MINH NGUYET_119,32
MINJEONG,MINJEONG_120,9
MINJUNG,MINJUNG_179,35
MINKYOUNG,MINKYOUNG_194,13
MIOK,MIOK_199,16
MIRALDA,MIRALDA_67,25
MIREM,MIREM_186,40
MIRIT,MIRIT_104,23
MISCHA,MISCHA_179,28
MISHELL,MISHELL_76,18
MISZELLA,MISZELLA_84,16
MIYREM,MIYREM_2,30
MIZUHO,MIZUHO_46,9
MOJCA,MOJCA_96,31
MOMOKA,MOMOKA_149,17
MOMOKO,MOMOKO_73,11
MOYA,MOYA_7,30
MUNKHCHIMEG,MUNKHCHIMEG_17,33
MUNKHTSETSEG,MUNKHTSETSEG_65,9
MỸ LINH,MỸ LINH_190,17
MYLOSLAVA,MYLOSLAVA_114,2
NADIEZDA,NADIEZDA_68,11
NADKA,NADKA_74,22
NAILAH,NAILAH_8,5
NAILYA,NAILYA_98,28
NAJNA,NAJNA_48,13
NANDITA,NANDITA_150,6
NARANTUYA,NARANTUYA_95,34
NARHIZA,NARHIZA_125,8
NASIMA,NASIMA_33,30
NASREEN,NASREEN_152,31
NASSIMA,NASSIMA_149,0
NASTYA,NASTYA_179,29
NAVYA,NAVYA_61,31
NAYEON,NAYEON_96,40
NAYRA,NAYRA_108,31
NAZIA,NAZIA_158,20
NEDKA,NEDKA_7,39
NEDRET,NEDRET_181,30
NEDYALKA,NEDYALKA_20,1
NEVIM,NEVIM_76,32
NGOC BICH,NGOC BICH_107,21
NHAN,NHAN_14,17
NI LUH,NI LUH_137,13
NICOLINE,NICOLINE_67,33
NIKOLINKA,NIKOLINKA_184,26
NIMET,NIMET_146,23
NINH,NINH_61,15
NIOLA,NIOLA_22,16
NISAN,NISAN_1,18
NOBUKO,NOBUKO_72,34
NOEL,NOEL_39,2
NOHA,NOHA_88,25
NOREEN,NOREEN_37,11
NOZOMI,NOZOMI_53,15
NURANA,NURANA_22,35
NURŞEN,NURŞEN_114,6
OCEANE,OCEANE_52,38
OCÉANE,OCÉANE_5,11
ODONCHIMEG,ODONCHIMEG_143,15
OK,OK_5,20
OLAMIDE,OLAMIDE_76,4
OLECHA,OLECHA_173,35
OĽGA,OĽGA_180,41
OMOLARA,OMOLARA_5,41
OPHÉLIE,OPHÉLIE_125,35
ORNELIA,ORNELIA_160,41
ORR,ORR_30,37
OTGONTSETSEG,OTGONTSETSEG_120,22
OYUNCHIMEG,OYUNCHIMEG_16,9
OYUNGEREL,OYUNGEREL_66,28
ÖZGÜL,ÖZGÜL_85,26
OZNUR,OZNUR_138,17
PÄIVI,PÄIVI_188,22
PALAK,PALAK_161,26
PARASKIEWI,PARASKIEWI_194,38
PARTENA,PARTENA_20,13
PARUL,PARUL_63,3
PARVEEN,PARVEEN_79,14
PARVINA,PARVINA_57,5
PATIMA,PATIMA_103,13
PATMANI,PATMANI_73,31
PATRYTSYIA,PATRYTSYIA_35,10
PAULLA,PAULLA_62,13
PAVANI,PAVANI_28,18
PAVITHRA,PAVITHRA_2,40
PAVLO,PAVLO_158,33
PAWEŁKA,PAWEŁKA_144,35
PAYTON,PAYTON_56,35
PELEG,PELEG_12,41
PEMBE,PEMBE_105,38
PENG,PENG_141,4
PESA,PESA_130,20
PETRANKA,PETRANKA_69,31
PETRUNELIA,PETRUNELIA_77,24
PETRYNA,PETRYNA_159,17
PHƯƠNG LINH,PHƯƠNG LINH_180,5
PHUONG MAI,PHUONG MAI_138,5
PHYLLIS,PHYLLIS_103,12
PINKY,PINKY_81,26
PIRJO,PIRJO_180,28
PRAMILA,PRAMILA_1,
PRANEE,PRANEE_100,30
PRANOM,PRANOM_98,41
PRESILLA,PRESILLA_110,4
PRISKA,PRISKA_176,35
PRIYADARSHINI,PRIYADARSHINI_15,14
PUNAM,PUNAM_10,37
PUSHPA,PUSHPA_32,12
QUYEN,QUYEN_100,15
QUYNH HUONG,QUYNH HUONG_110,4
RABEA,RABEA_55,28
RABIYE,RABIYE_199,4
RACHELI,RACHELI_8,15
RACHIDA,RACHIDA_124,16
RAMUALDA,RAMUALDA_104,27
RAMUNE,RAMUNE_75,31
RAMUNĖ,RAMUNĖ_103,38
RANDI,RANDI_158,6
RANITA,RANITA_152,32
RANO,RANO_43,18
RASMA,RASMA_161,37
RATTANA,RATTANA_9,26
RAZITA,RAZITA_32,20
RAZIYAT,RAZIYAT_15,22
REGIANE,REGIANE_35,9
REIKA,REIKA_182,17
REINHILDE,REINHILDE_195,7
REJMUNDA,REJMUNDA_3,30
REMA,REMA_132,37
REMISŁAWA,REMISŁAWA_93,36
RENANA,RENANA_43,12
RENĀTE,RENĀTE_37,17
RENESMEE,RENESMEE_32,26
RENOSŁAWA,RENOSŁAWA_101,7
RENUKA,RENUKA_59,9
REZEDA,REZEDA_79,39
REZIDA,REZIDA_46,32
RHIANNA,RHIANNA_13,27
RHIANNON,RHIANNON_7,20
ROHINI,ROHINI_122,0
ROISIN,ROISIN_166,19
ROJZA,ROJZA_178,7
ROSALYN,ROSALYN_54,34
ROSELI,ROSELI_66,4
ROSICA,ROSICA_37,31
ROXY,ROXY_146,33
ROZAMARIA,ROZAMARIA_146,2
ROZERIN,ROZERIN_106,19
RUMIYA,RUMIYA_42,10
RUSUDANI,RUSUDANI_46,39
RUZHENA,RUZHENA_165,24
RYTTA,RYTTA_109,24
SABBA,SABBA_125,39
SABIRA,SABIRA_26,18
SAFIIA,SAFIIA_91,34
SAHANA,SAHANA_33,31
SAJIDA,SAJIDA_112,11
SAKINAH,SAKINAH_46,30
SANAE,SANAE_116,5
SANJANA,SANJANA_180,27
SANTIA,SANTIA_101,4
SAOIRSE,SAOIRSE_119,39
SARANDA,SARANDA_164,32
SARU,SARU_45,1
SATIK,SATIK_200,3
SAVA,SAVA_81,23
SEBASTIANA,SEBASTIANA_96,5
SEÇIL,SEÇIL_26,36
SEJAL,SEJAL_33,5
SELAH,SELAH_14,35
SEMANUR,SEMANUR_79,36
SENATA,SENATA_18,15
SENIE,SENIE_67,37
SEOYOUNG,SEOYOUNG_44,9
SETAREH,SETAREH_26,4
SEUNG,SEUNG_109,21
SÉVERINE,SÉVERINE_141,29
SEVIE,SEVIE_62,2
SHADI,SHADI_65,3
SHAGUN,SHAGUN_63,30
SHAHD,SHAHD_129,10
SHANEL,SHANEL_162,15
SHANELL,SHANELL_79,32
SHANNA,SHANNA_19,5
SHANTELLE,SHANTELLE_141,14
SHEETAL,SHEETAL_197,10
SHENAY,SHENAY_153,24
SHEREE,SHEREE_108,1
SHIPRA,SHIPRA_10,13
SHIREL,SHIREL_171,9
SHRIYA,SHRIYA_78,26
SHUTING,SHUTING_20,37
SIDIKA,SIDIKA_32,17
SIGNE,SIGNE_37,9
SIMAY,SIMAY_147,3
SIMELA,SIMELA_12,0
SIMONETTA,SIMONETTA_78,12
SINI,SINI_37,25
SINITA,SINITA_188,39
SŁAWIA,SŁAWIA_21,32
SNIEZHANA,SNIEZHANA_63,18
SOFFIA,SOFFIA_100,36
SOFIK,SOFIK_183,41
SOFIKO,SOFIKO_35,21
SOMAYEH,SOMAYEH_177,1
SÔNIA,SÔNIA_115,32
SOOMIN,SOOMIN_36,31
SORAIA,SORAIA_147,24
SOUKAINA,SOUKAINA_157,17
STAMATULA,STAMATULA_190,41
STELINA,STELINA_158,6
STEPANIA,STEPANIA_13,7
SUHYUN,SUHYUN_98,41
SUJATHA,SUJATHA_11,38
SUJIN,SUJIN_102,39
SULTANKA,SULTANKA_5,3
SUMIYA,SUMIYA_2,12
SUN YOUNG,SUN YOUNG_127,30
SURABHI,SURABHI_171,22
SURYANA,SURYANA_133,34
SUSANE,SUSANE_24,27
SUSMITA,SUSMITA_46,21
SUYAN,SUYAN_14,13
SVETA,SVETA_176,25
SVETIK,SVETIK_60,7
SVTLANA,SVTLANA_162,12
SWAPNA,SWAPNA_198,19
SWATHI,SWATHI_187,41
SWIATLANA,SWIATLANA_76,27
SYLVA,SYLVA_54,32
SYLVANA,SYLVANA_98,24
SYNDI,SYNDI_2,30
SYNITA,SYNITA_59,7
SZANDRA,SZANDRA_60,36
SZECHEREZADA,SZECHEREZADA_89,15
SZERIN,SZERIN_180,0
SZOSZANA,SZOSZANA_195,21
SZYFRA,SZYFRA_39,34
TAHANI,TAHANI_190,16
TAIRA,TAIRA_71,28
TALLY,TALLY_76,25
TANISHA,TANISHA_130,30
TARU,TARU_66,8
TEJA,TEJA_64,28
TERÉZIA,TERÉZIA_42,7
THAM,THAM_85,20
THANH THỦY,THANH THỦY_92,40
THAO VY,THAO VY_142,33
THỊ AN,THỊ AN_15,32
THỊ ANH,THỊ ANH_81,31
THI BICH NGOC,THI BICH NGOC_157,12
THI CHINH,THI CHINH_40,32
THI CHUNG,THI CHUNG_183,36
THỊ HẢI YẾN,THỊ HẢI YẾN_62,15
THI HONG NHUNG,THI HONG NHUNG_90,34
THỊ HỒNG NHUNG,THỊ HỒNG NHUNG_146,22
THI KIM NGAN,THI KIM NGAN_198,33
THỊ KIM OANH,THỊ KIM OANH_102,9
THỊ LINH,THỊ LINH_162,11
THI LOC,THI LOC_121,11
THI NGHIA,THI NGHIA_144,24
THỊ NGUYỆT,THỊ NGUYỆT_89,25
THI NHAN,THI NHAN_87,14
THI PHUONG ANH,THI PHUONG ANH_18,14
THI SON,THI SON_21,19
THỊ TÂM,THỊ TÂM_42,2
THI THAI,THI THAI_181,40
THI THU GIANG,THI THU GIANG_34,33
THỊ THU HƯƠNG,THỊ THU HƯƠNG_128,2
THỊ THU HUYỀN,THỊ THU HUYỀN_20,15
THI THU PHUONG,THI THU PHUONG_112,21
THI THUONG,THI THUONG_64,2
THỊ TRÀ MY,THỊ TRÀ MY_62,4
THỊ TUYẾT,THỊ TUYẾT_5,3
THOM,THOM_127,19
THURAYA,THURAYA_47,39
TIPHAINE,TIPHAINE_33,5
TOLGANAY,TOLGANAY_149,4
TOMA,TOMA_124,27
TOSŁAWA,TOSŁAWA_174,39
TRÂM ANH,TRÂM ANH_23,27
TRINH,TRINH_17,38
TRIPTI,TRIPTI_138,7
TRISHA,TRISHA_8,31
TSAGHIK,TSAGHIK_153,32
TSIURI,TSIURI_77,35
TSOLMON,TSOLMON_150,6
TUIANA,TUIANA_197,19
TUIJA,TUIJA_125,10
TZILA,TZILA_119,28
UGOCHI,UGOCHI_16,18
ULRIKA,ULRIKA_59,35
ÜMMÜGÜLSÜM,ÜMMÜGÜLSÜM_191,8
ÜMRAN,ÜMRAN_184,4
URŠULA,URŠULA_18,11
URSYNA,URSYNA_164,38
USTYNA,USTYNA_123,38
VANIA,VANIA_109,17
VANSHIKA,VANSHIKA_54,6
VARDITER,VARDITER_143,36
VARDUI,VARDUI_170,31
VEERLE,VEERLE_119,18
VENICE,VENICE_114,3
VENKATA,VENKATA_119,26
VESTA,VESTA_70,7
VICTORIYA,VICTORIYA_16,40
VIDHI,VIDHI_197,14
VIKTOR,VIKTOR_146,15
VILTĖ,VILTĖ_192,19
VINH,VINH_108,10
VIRIDIANA,VIRIDIANA_124,1
VITORIA,VITORIA_88,27
VIVI,VIVI_20,35
VIVIENN,VIVIENN_158,8
WAFAA,WAFAA_148,7
WAN,WAN_134,29
WANGELICA,WANGELICA_2,22
WASILIKA,WASILIKA_176,5
WENJUAN,WENJUAN_100,2
WENYAN,WENYAN_93,10
WENYING,WENYING_96,26
WERGINA,WERGINA_60,1
WERIDIANA,WERIDIANA_98,40
WIACZESŁAWA,WIACZESŁAWA_168,23
WIEBKE,WIEBKE_136,18
WILFRYDA,WILFRYDA_162,9
WINETA,WINETA_194,13
WINICJA,WINICJA_54,9
WINISŁAWA,WINISŁAWA_185,34
WINONA,WINONA_41,16
WIRDŻINIA,WIRDŻINIA_180,12
XIAN,XIAN_81,14
XIAOCHUN,XIAOCHUN_146,41
XIAOJUN,XIAOJUN_77,24
XIAOLU,XIAOLU_152,29
XIAOXUAN,XIAOXUAN_180,5
XING,XING_8,15
XINYAN,XINYAN_96,14
XIULAN,XIULAN_122,11
XIUYING,XIUYING_32,20
XUEPING,XUEPING_153,25
YAELI,YAELI_14,20
YAFA,YAFA_31,27
YAJING,YAJING_136,13
YANFEI,YANFEI_107,14
YAPING,YAPING_194,25
YARASLAVA,YARASLAVA_145,9
YASAMIN,YASAMIN_96,18
YASNA,YASNA_117,3
YASSMINA,YASSMINA_52,32
YAXIN,YAXIN_62,14
YAXUAN,YAXUAN_184,7
YAZMIN,YAZMIN_167,21
YEJIN,YEJIN_36,2
YEKATSIARYNA,YEKATSIARYNA_71,19
YẾN,YẾN_104,0
YESENIA,YESENIA_60,34
YESENIYA,YESENIYA_46,29
YESICA,YESICA_104,38
YEVA-MARIIA,YEVA-MARIIA_117,13
YI-CHUN,YI-CHUN_81,13
YI-HSUAN,YI-HSUAN_110,13
YIHUI,YIHUI_132,32
YILDIZ,YILDIZ_44,22
YIMING,YIMING_188,29
YIQING,YIQING_13,6
YIWEI,YIWEI_180,27
YIYI,YIYI_111,38
YU-HSUAN,YU-HSUAN_123,21
YUJING,YUJING_30,4
YULIJA,YULIJA_72,10
YULING,YULING_62,4
YUNIIA,YUNIIA_79,19
YUPING,YUPING_150,18
YURIKA,YURIKA_140,2
YUYAN,YUYAN_143,19
ZAFIRA,ZAFIRA_16,25
ZAHIRA,ZAHIRA_127,41
ZAMINA,ZAMINA_30,34
ZBISŁAWA,ZBISŁAWA_140,7
ZELAL,ZELAL_7,34
ZEYNEB,ZEYNEB_12,32
ZHAMILYA,ZHAMILYA_79,11
ZHANARA,ZHANARA_148,33
ZHANETTA,ZHANETTA_86,33
ZHANNETA,ZHANNETA_19,37
ZHI,ZHI_156,29
ZHIBEK,ZHIBEK_91,24
ZHIMIN,ZHIMIN_52,3
ZHUO,ZHUO_119,30
ZHUZHUNA,ZHUZHUNA_116,31
ZIGLINDA,ZIGLINDA_148,26
ZINEP,ZINEP_12,19
ZINOVIA,ZINOVIA_167,36
ZIQI,ZIQI_60,19
ZIUTA,ZIUTA_168,19
ZOFIJA,ZOFIJA_10,10
ZOFIYA,ZOFIYA_63,18
ZOICA,ZOICA_82,11
ZORZA,ZORZA_101,2
ZSANETT,ZSANETT_14,13
ZULFIJA,ZULFIJA_137,14
ZUMRUD,ZUMRUD_81,41
ZVEZDA,ZVEZDA_189,40
ZVIA,ZVIA_80,22
ZYGRID,ZYGRID_111,17
ŻAMILA,ŻAMILA_188,27
ŻENISŁAWA,ŻENISŁAWA_91,28
ŻIVILE,ŻIVILE_52,28
AADYA,AADYA_44,19
AAHANA,AAHANA_99,20
AARADHYA,AARADHYA_16,8
AAROHI,AAROHI_78,12
ABDONA,ABDONA_107,31
ACELYA,ACELYA_167,35
ADAMIA,ADAMIA_53,9
ADAOBI,ADAOBI_100,36
ADÉL,ADÉL_102,28
ADELTRAUTA,ADELTRAUTA_137,3
ADEMI,ADEMI_78,39
ADEOLA,ADEOLA_90,5
ADILYA,ADILYA_158,39
ADRINE,ADRINE_122,6
AFRICA,AFRICA_133,37
AGATE,AGATE_55,28
AGHAVNI,AGHAVNI_101,28
AGŁAIDA,AGŁAIDA_103,30
AGNESSA,AGNESSA_37,3
AHNESSA,AHNESSA_45,9
AHNETA,AHNETA_153,13
AILEN,AILEN_48,40
AIPERI,AIPERI_102,41
AIRI,AIRI_149,13
AISHAH,AISHAH_160,1
AISTĖ,AISTĖ_61,8
AISULUU,AISULUU_170,38
AIUNA,AIUNA_182,6
AIZAT,AIZAT_23,2
AIZHAMAL,AIZHAMAL_78,33
AJKA,AJKA_46,15
AJLIN,AJLIN_101,32
AKEMI,AKEMI_48,0
AKHILA,AKHILA_15,4
AKIRA,AKIRA_94,1
AKNUR,AKNUR_144,30
AKSELA,AKSELA_163,1
AKSENIA,AKSENIA_100,16
ALEEN,ALEEN_129,11
ALEESA,ALEESA_184,39
ALEKSANDERA,ALEKSANDERA_156,37
ALEKSANDRINA,ALEKSANDRINA_89,18
ALEKSANRA,ALEKSANRA_74,0
ALFIA,ALFIA_78,30
ALI,ALI_3,0
ALIAH,ALIAH_138,27
ALIIE,ALIIE_145,22
ALINDA,ALINDA_195,10
ALISJA,ALISJA_141,7
ALISSON,ALISSON_83,11
ALITSIIA,ALITSIIA_110,17
ALITSIYA,ALITSIYA_34,25
ALIYE,ALIYE_86,19
ALIZ,ALIZ_75,21
ALIZEE,ALIZEE_6,24
ALJONA,ALJONA_28,11
ALKA,ALKA_151,27
AĻONA,AĻONA_171,14
ALTANCHIMEG,ALTANCHIMEG_2,6
ALTHEA,ALTHEA_101,36
ALYAA,ALYAA_83,14
ALYS,ALYS_21,28
ALYSSIA,ALYSSIA_43,25
ALZIRA,ALZIRA_81,27
AMA,AMA_164,24
AMARJARGAL,AMARJARGAL_84,24
AMELLIA,AMELLIA_113,19
AMELYA,AMELYA_8,28
AMENI,AMENI_142,6
AMINAH,AMINAH_57,10
AMMA,AMMA_197,23
ANA BEATRIZ,ANA BEATRIZ_174,32
ANAELLE,ANAELLE_22,22
ANCUTA,ANCUTA_45,21
ANCUŢA,ANCUŢA_155,8
ANÐELA,ANÐELA_121,19
ANDRÉIA,ANDRÉIA_92,36
ANDRIYANA,ANDRIYANA_87,18
ANDŽELA,ANDŽELA_157,4
ANELINA,ANELINA_153,29
ANET,ANET_7,2
ANGÉLA,ANGÉLA_26,38
ÂNGELA,ÂNGELA_154,3
ANGELIA,ANGELIA_23,21
ANGELIGUE,ANGELIGUE_44,18
ANGHELINA,ANGHELINA_71,29
ANGIELIKI,ANGIELIKI_35,36
ANGIN,ANGIN_169,14
ANHELYNA,ANHELYNA_107,5
ANIELKA,ANIELKA_101,28
ANINA,ANINA_10,40
ANIRA,ANIRA_122,1
ANIS,ANIS_54,20
ANISHKA,ANISHKA_6,9
ANJELINA,ANJELINA_102,40
ANNA LIZA,ANNA LIZA_146,5
ANNALISE,ANNALISE_8,9
ANNA-SOFIIA,ANNA-SOFIIA_170,15
ANNASTASIA,ANNASTASIA_115,27
ANNA-VIKTORIIA,ANNA-VIKTORIIA_33,12
ANQI,ANQI_49,36
ANTHI,ANTHI_170,15
ANTONIYA,ANTONIYA_84,22
ANUDARI,ANUDARI_194,38
ANUNCJATA,ANUNCJATA_176,39
ANUSHREE,ANUSHREE_71,22
ANWAR,ANWAR_182,3
ANXHELA,ANXHELA_132,23
APOORVA,APOORVA_125,30
ARAKS,ARAKS_92,15
ARAKSIA,ARAKSIA_121,5
ARETHA,ARETHA_67,11
AREVHAT,AREVHAT_185,17
ARIFE,ARIFE_138,5
ARIONA,ARIONA_74,38
ARISTEA,ARISTEA_158,4
ARIUNAA,ARIUNAA_110,6
ARIZONA,ARIZONA_158,31
ARLINA,ARLINA_1,19
ARLLETA,ARLLETA_80,19
AROOJ,AROOJ_26,18
ARPANA,ARPANA_2,12
ARU,ARU_149,17
ARYIANA,ARYIANA_171,0
ASENTA,ASENTA_94,25
ASIDA,ASIDA_191,16
ASIE,ASIE_176,17
ASIJA,ASIJA_145,12
ASSEMGUL,ASSEMGUL_60,17
ASSIL,ASSIL_145,34
ASTER,ASTER_68,12
ASTERA,ASTERA_144,34
ASUKA,ASUKA_104,30
ASWATHY,ASWATHY_28,9
ATAR,ATAR_33,23
ATI,ATI_19,29
ATIANA,ATIANA_156,28
ATIKA,ATIKA_117,6
ATIYA,ATIYA_38,30
AUDRA,AUDRA_94,
AUSTEJA,AUSTEJA_31,26
AVANI,AVANI_140,7
AVIGAYIL,AVIGAYIL_106,11
AWANA,AWANA_83,28
AYAULYM,AYAULYM_119,5
AYBIKE,AYBIKE_179,29
AYBİKE,AYBİKE_147,41
AYBÜKE,AYBÜKE_121,16
AYCA,AYCA_103,17
AYLAR,AYLAR_91,3
AYLEN,AYLEN_48,14
AYRA,AYRA_50,27
AYȘE,AYȘE_97,9
AYSEGUL,AYSEGUL_76,30
AZADEH,AZADEH_64,13
AZZA,AZZA_147,23
BABETTE,BABETTE_98,39
BALA,BALA_52,37
BALAUSSA,BALAUSSA_170,3
BẢO AN,BẢO AN_148,8
BAO TRAN,BAO TRAN_75,37
BARNABA,BARNABA_116,17
BAY,BAY_90,8
BEA,BEA_144,2
BEATRYCJA,BEATRYCJA_190,22
BEDIA,BEDIA_100,39
BEGIMAI,BEGIMAI_111,14
BEGOÑA,BEGOÑA_84,27
BEJLA,BEJLA_124,35
BELÉN,BELÉN_135,19
BELMA,BELMA_46,24
BENATA,BENATA_101,3
BENEDIKTE,BENEDIKTE_12,6
BENICJA,BENICJA_137,20
BENILDA,BENILDA_43,30
BEREN,BEREN_47,27
BERNADKA,BERNADKA_74,2
BERNARDYTA,BERNARDYTA_193,30
BERNATKA,BERNATKA_20,13
BETA,BETA_42,33
BETELHEM,BETELHEM_2,32
BHAVANA,BHAVANA_3,38
BÍCH,BÍCH_163,12
BICH NGA,BICH NGA_65,10
BICH THUY,BICH THUY_176,32
BIDISHA,BIDISHA_168,23
BIJAYA,BIJAYA_10,26
BILKIS,BILKIS_9,35
BINDU,BINDU_111,7
BINTA,BINTA_18,13
BINU,BINU_44,22
BLESSY,BLESSY_61,34
BOGUMINA,BOGUMINA_37,15
BOLOR,BOLOR_5,26
BOLORTUYA,BOLORTUYA_139,23
BORAM,BORAM_66,30
BOYKA,BOYKA_25,17
BOYU,BOYU_169,26
BOŻYNA,BOŻYNA_185,17
BRAHA,BRAHA_32,36
BRANDY,BRANDY_175,9
BRATYSŁAWA,BRATYSŁAWA_6,15
BRIGETTE,BRIGETTE_135,28
BRONHILDA,BRONHILDA_116,13
BRONWEN,BRONWEN_153,36
BROOKLYN,BROOKLYN_184,34
BURSA,BURSA_117,8
CAIHONG,CAIHONG_48,33
CAITLYN,CAITLYN_95,36
CALINA,CALINA_181,35
CARISSA,CARISSA_147,19
CARLY,CARLY_45,27
CAROLIEN,CAROLIEN_18,16
CARYN,CARYN_155,13
CASSEY,CASSEY_177,15
CATHRYN,CATHRYN_197,23
CAYLA,CAYLA_141,14
CECELIA,CECELIA_120,13
CECÍLIA,CECÍLIA_80,21
CÉCILIA,CÉCILIA_82,11
CECILY,CECILY_31,31
CERYS,CERYS_97,33
CHADIA,CHADIA_158,40
CHAE,CHAE_5,21
CHAERIN,CHAERIN_175,18
CHAIA,CHAIA_175,39
CHAIMAE,CHAIMAE_129,32
CHAITRA,CHAITRA_158,15
CHARLOTT,CHARLOTT_87,4
CHEJA,CHEJA_116,32
CHENYI,CHENYI_159,26
CHIA-HUI,CHIA-HUI_44,16
CHIA-JUNG,CHIA-JUNG_155,22
CHIAKI,CHIAKI_177,38
CHIDERA,CHIDERA_127,21
CHIHIRO,CHIHIRO_5,31
CHIMAMANDA,CHIMAMANDA_27,19
CHINARA,CHINARA_96,19
CHINH,CHINH_39,10
CHISATO,CHISATO_95,0
CHITRA,CHITRA_131,30
CHLOË,CHLOË_181,40
CHRISI,CHRISI_10,39
CHRISTIE,CHRISTIE_22,25
CHRYSI,CHRYSI_82,30
CHUNMEI,CHUNMEI_7,4
CHUNYAN,CHUNYAN_17,32
CHYNARA,CHYNARA_190,9
CINDERELLA,CINDERELLA_190,35
CLÉA,CLÉA_149,19
CLEMENCE,CLEMENCE_46,2
CLIO,CLIO_194,5
CLOÉ,CLOÉ_184,30
COLEEN,COLEEN_18,29
COLETTA,COLETTA_143,39
COLIN,COLIN_68,18
COLLETTE,COLLETTE_17,9
CONCEPCION,CONCEPCION_129,34
CONCHITA,CONCHITA_144,19
COSIMA,COSIMA_145,34
COSMINA,COSMINA_134,27
CRISTAL,CRISTAL_40,30
CRISTINA-ELENA,CRISTINA-ELENA_107,28
CYPA,CYPA_123,0
DAENERYS,DAENERYS_189,26
DAFINA,DAFINA_111,24
DAFINKA,DAFINKA_65,40
DAGNIJA,DAGNIJA_199,41
DAHEE,DAHEE_174,8
DAIN,DAIN_104,26
DAMILOLA,DAMILOLA_152,9
DANELIIA,DANELIIA_74,36
DANGUOLA,DANGUOLA_63,38
DANGUOLE,DANGUOLE_80,12
DANIILA,DANIILA_102,19
DANUTE,DANUTE_22,34
DARCY,DARCY_174,21
DARI,DARI_176,6
DARIMA,DARIMA_127,24
DARMA,DARMA_126,33
DARYIA,DARYIA_82,14
DAVINDER KAUR,DAVINDER KAUR_30,8
DAYA,DAYA_97,15
DEENA,DEENA_60,30
DEEPALI,DEEPALI_40,1
DEEPTHI,DEEPTHI_108,17
DEFEN,DEFEN_99,39
DELAL,DELAL_141,12
DELGERMAA,DELGERMAA_158,22
DELPHINA,DELPHINA_57,10
DENA,DENA_163,22
DENNISE,DENNISE_185,16
DESI,DESI_161,20
DESTINA,DESTINA_198,3
